household_type,income_group,year,inc_before_transfers_taxes,market_inc,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_inc,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_inc,dividends,corp_tax_borne_by_capital,other_market_inc,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
elderly_headed_hh,lowest_quintile,2017,40300,5500,1300,0,0,100,0,0,100,0,0,100,200,200,100,3300,34700,20700,13900,0,100
elderly_headed_hh,lowest_quintile,2018,40300,6100,1300,0,300,100,0,0,100,0,0,200,200,200,100,3600,34100,20400,13600,0,0
elderly_headed_hh,lowest_quintile,2019,43700,7200,1600,0,300,100,0,0,100,0,0,200,200,300,100,4100,36500,21700,14700,0,100
elderly_headed_hh,lowest_quintile,2020,44600,6300,1500,0,300,100,0,0,100,0,0,200,200,300,100,3500,38300,21200,16600,300,100
elderly_headed_hh,lowest_quintile,2021,43500,6000,1200,0,300,100,0,0,200,100,0,100,200,200,100,3500,37500,20700,16500,200,100
elderly_headed_hh,lowest_quintile,2022,44700,6800,1400,0,200,100,0,0,100,0,0,100,200,300,100,4200,37900,21300,16500,100,100
elderly_headed_hh,second_quintile,1979,50200,30500,9000,0,400,500,0,100,700,500,0,7400,900,1100,2400,7500,19700,15100,4400,200,100
elderly_headed_hh,second_quintile,1980,50100,28800,7700,0,300,500,0,100,600,400,0,8200,800,1100,1900,7300,21200,16000,5000,100,100
elderly_headed_hh,second_quintile,1981,50600,28300,6900,0,300,400,0,100,400,200,0,9400,800,1300,1400,7000,22300,16600,5400,100,100
elderly_headed_hh,second_quintile,1982,50800,27000,6300,0,300,400,0,0,300,300,0,10300,700,1400,900,6100,23800,17500,6000,100,100
elderly_headed_hh,second_quintile,1983,50800,26100,6200,0,300,400,0,0,300,300,0,9300,600,1100,1100,6400,24700,18000,6500,100,100
elderly_headed_hh,second_quintile,1984,53800,28600,6800,0,200,500,0,100,400,400,100,9900,600,1100,1300,7300,25200,18300,6600,100,100
elderly_headed_hh,second_quintile,1985,54300,28500,6100,0,300,400,0,0,400,300,100,9900,700,1100,1200,8000,25800,18400,7100,200,100
elderly_headed_hh,second_quintile,1986,54500,28600,6400,0,200,400,0,100,100,400,100,9300,600,1100,1200,8500,25900,18500,7300,100,100
elderly_headed_hh,second_quintile,1987,53800,28200,5700,0,300,400,0,100,600,400,100,7900,600,1300,1500,9200,25600,18200,7200,100,100
elderly_headed_hh,second_quintile,1988,54400,29200,5800,0,300,400,0,100,500,200,100,7900,600,1500,1500,10100,25200,17900,7200,100,0
elderly_headed_hh,second_quintile,1989,55100,29100,5600,0,300,400,0,100,500,300,100,8200,600,1300,1400,10200,26000,18300,7500,100,100
elderly_headed_hh,second_quintile,1990,56900,29900,5900,0,300,400,0,100,400,100,100,8300,600,1500,1400,10600,27000,18700,8100,100,100
elderly_headed_hh,second_quintile,1991,56600,28800,5600,0,300,400,0,0,400,200,100,7600,600,1400,1300,10900,27800,19100,8400,100,100
elderly_headed_hh,second_quintile,1992,57200,28100,5500,0,300,400,0,0,500,300,200,6200,600,1400,1300,11400,29100,19900,8900,200,100
elderly_headed_hh,second_quintile,1993,58700,28300,5500,0,400,400,0,100,500,400,100,5000,700,1500,1500,12200,30500,20200,9900,200,200
elderly_headed_hh,second_quintile,1994,58800,28300,5200,0,400,400,0,100,400,300,200,4700,600,1600,1600,12800,30500,20300,9900,100,100
elderly_headed_hh,second_quintile,1995,61800,30400,6200,100,400,500,0,100,400,400,200,4900,700,1500,1700,13400,31300,20500,10600,100,100
elderly_headed_hh,second_quintile,1996,62300,30100,5900,100,300,400,0,100,400,500,200,4900,700,1500,1700,13300,32300,20900,11200,100,100
elderly_headed_hh,second_quintile,1997,63700,31300,6300,100,300,500,0,100,500,700,200,5000,700,1500,1600,13900,32300,20700,11500,100,100
elderly_headed_hh,second_quintile,1998,65000,33400,6800,100,300,500,0,100,400,1000,200,5100,700,1500,1500,15200,31600,20400,11100,100,100
elderly_headed_hh,second_quintile,1999,65000,34300,7000,100,300,500,0,100,500,900,200,4900,700,1600,1500,15900,30700,19900,10700,100,100
elderly_headed_hh,second_quintile,2000,63200,34200,7300,100,400,600,0,100,400,1000,200,4700,600,1500,1300,16100,29000,18500,10400,100,100
elderly_headed_hh,second_quintile,2001,66300,33700,7100,100,400,500,0,100,400,500,200,4900,700,1600,1000,16200,32600,21000,11400,100,100
elderly_headed_hh,second_quintile,2002,66500,32600,6900,100,300,500,0,0,300,100,200,3800,800,1500,900,17100,33900,21600,12100,200,100
elderly_headed_hh,second_quintile,2003,66700,32200,6800,100,400,500,0,100,500,0,200,2900,700,1400,1000,17600,34500,21900,12300,200,100
elderly_headed_hh,second_quintile,2004,66800,33200,7300,100,500,500,0,100,500,200,200,2500,700,1400,1100,18100,33700,20700,12800,100,0
elderly_headed_hh,second_quintile,2005,70200,34300,7500,100,500,600,0,100,600,300,200,2600,700,1400,1300,18300,35900,22300,13300,100,100
elderly_headed_hh,second_quintile,2006,72700,35100,7900,100,500,600,0,100,600,500,200,3000,700,1300,1400,18000,37600,22600,14700,100,200
elderly_headed_hh,second_quintile,2007,75700,37400,8400,100,600,600,0,100,300,800,200,3400,700,1300,1200,19600,38300,23200,14900,100,100
elderly_headed_hh,second_quintile,2008,74400,35400,8300,100,400,600,0,100,300,100,200,3100,800,1400,800,19100,39000,23500,15300,200,100
elderly_headed_hh,second_quintile,2009,74500,32400,7400,100,400,600,0,0,400,-300,300,2500,800,1400,600,18100,42100,25300,16200,500,100
elderly_headed_hh,second_quintile,2010,73400,31800,7100,100,400,500,0,100,300,-100,200,1700,800,1200,600,19000,41600,25000,16000,500,100
elderly_headed_hh,second_quintile,2011,72600,32200,7200,100,400,500,0,100,400,0,200,1300,700,1300,600,19300,40400,24800,15100,400,100
elderly_headed_hh,second_quintile,2012,73000,31800,7100,100,500,500,0,100,500,100,200,1000,800,1500,600,19000,41100,25300,15400,400,100
elderly_headed_hh,second_quintile,2013,74100,32900,7600,100,500,600,0,100,600,300,200,800,800,1100,700,19600,41100,25500,15200,300,200
elderly_headed_hh,second_quintile,2014,73900,33300,8100,100,500,600,0,100,600,600,100,600,800,1000,800,19300,40700,25400,15000,100,100
elderly_headed_hh,second_quintile,2015,77200,35200,8500,100,600,600,0,100,600,500,200,700,700,1200,700,20700,42000,26300,15500,100,100
elderly_headed_hh,second_quintile,2016,77800,35600,8600,100,500,600,0,100,600,300,200,600,700,1200,700,21300,42200,26300,15700,100,100
elderly_headed_hh,second_quintile,2017,77500,36000,9000,100,600,700,0,100,700,600,200,600,700,1200,500,21100,41400,26100,15100,100,100
elderly_headed_hh,second_quintile,2018,78700,37100,9300,200,1400,700,0,100,600,600,200,700,800,1100,500,20900,41600,26400,14900,100,100
elderly_headed_hh,second_quintile,2019,83400,40100,10300,200,1500,800,0,100,600,800,100,900,800,1300,500,22100,43300,26900,16200,100,100
elderly_headed_hh,second_quintile,2020,83000,36400,9100,100,1300,700,0,100,500,700,200,800,900,1200,500,20400,46700,27600,18400,600,100
elderly_headed_hh,second_quintile,2021,83000,37500,9400,200,1400,700,0,100,700,1000,100,500,600,1000,400,21400,45500,26800,18300,300,100
elderly_headed_hh,second_quintile,2022,84900,39400,10400,200,1200,800,0,100,600,600,100,600,700,1200,600,22300,45500,27000,18300,100,100
elderly_headed_hh,middle_quintile,1979,69100,50400,15800,0,800,900,100,200,1400,1600,100,10900,1500,2400,3900,10800,18800,14200,4200,200,100
elderly_headed_hh,middle_quintile,1980,67600,48000,14500,0,600,900,100,200,900,1000,100,12700,1400,2300,3100,10300,19600,14700,4600,200,100
elderly_headed_hh,middle_quintile,1981,69500,48200,13300,0,600,800,100,100,700,900,100,15700,1200,2700,2500,9400,21300,15800,5300,100,100
elderly_headed_hh,middle_quintile,1982,70400,47000,13100,0,600,800,100,100,400,600,100,16400,1100,2200,1400,10000,23400,17200,5900,200,100
elderly_headed_hh,middle_quintile,1983,70800,46200,12300,0,600,800,100,100,700,900,200,14700,1200,2100,1800,10800,24700,18200,6300,100,100
elderly_headed_hh,middle_quintile,1984,74000,49000,12100,0,500,800,100,100,800,1200,200,16600,1300,2300,2300,10600,25000,18100,6600,200,0
elderly_headed_hh,middle_quintile,1985,74900,49500,11900,100,600,800,100,100,600,1100,200,15800,1100,2700,2000,12500,25300,18000,7100,100,100
elderly_headed_hh,middle_quintile,1986,77500,51500,12400,100,600,900,100,100,1000,2200,100,14200,1100,2900,2100,13700,26000,18200,7500,200,200
elderly_headed_hh,middle_quintile,1987,75000,50600,13400,100,700,900,100,100,500,1300,300,12700,1200,3000,2700,13600,24400,17200,7000,100,100
elderly_headed_hh,middle_quintile,1988,75000,51400,13100,100,700,1000,100,100,900,800,300,12700,1100,2800,2600,15100,23600,16600,6900,100,0
elderly_headed_hh,middle_quintile,1989,75600,52200,12200,100,900,900,0,100,700,900,400,14300,1000,2900,2700,15100,23400,16000,7200,100,100
elderly_headed_hh,middle_quintile,1990,75700,52200,12700,100,800,900,0,100,1000,400,400,13400,1100,2700,2400,15900,23500,15600,7700,100,100
elderly_headed_hh,middle_quintile,1991,75600,50800,11400,100,700,800,0,100,700,600,500,12200,1200,2800,2200,17600,24700,16300,8300,100,0
elderly_headed_hh,middle_quintile,1992,76600,51100,11700,100,800,900,0,100,900,900,700,10300,1000,2900,2500,18300,25500,16500,8700,200,100
elderly_headed_hh,middle_quintile,1993,76800,50400,11700,100,900,900,0,100,900,1400,800,7200,1200,2900,2600,19700,26400,16400,9700,200,100
elderly_headed_hh,middle_quintile,1994,77900,51800,12700,200,1000,900,0,100,800,1000,900,6700,1300,3200,2800,20100,26000,16200,9600,100,100
elderly_headed_hh,middle_quintile,1995,79900,53900,13400,200,1000,1000,0,200,700,1100,800,8000,1200,2800,3000,20500,25900,15600,10200,100,100
elderly_headed_hh,middle_quintile,1996,81800,54100,12500,200,800,900,0,200,800,1500,600,8200,1200,3000,3100,21000,27700,16500,11000,100,200
elderly_headed_hh,middle_quintile,1997,83500,55700,12700,200,800,1000,0,200,600,2300,600,8000,1200,3100,3000,21900,27800,16200,11400,100,200
elderly_headed_hh,middle_quintile,1998,85500,57500,13300,200,700,1000,0,200,700,2600,700,7700,1100,3100,2700,23400,28100,17100,10800,100,100
elderly_headed_hh,middle_quintile,1999,87600,59300,14200,300,800,1100,0,200,800,2800,600,7100,1000,3300,2600,24700,28300,17900,10200,100,100
elderly_headed_hh,middle_quintile,2000,88900,60000,14300,400,900,1100,0,200,600,2600,500,7400,1100,3100,2400,25500,28900,18500,10300,100,100
elderly_headed_hh,middle_quintile,2001,91400,58700,14000,300,900,1100,0,100,800,1200,600,7500,1200,2700,1700,26500,32600,21400,11000,100,100
elderly_headed_hh,middle_quintile,2002,91400,57600,15000,300,1000,1100,0,100,700,500,700,5700,1300,2600,1500,27000,33900,21900,11600,200,100
elderly_headed_hh,middle_quintile,2003,91700,57600,14700,400,1200,1100,0,100,1000,400,900,4100,1100,2600,1700,28400,34100,22000,11800,200,100
elderly_headed_hh,middle_quintile,2004,94300,59700,15400,400,1400,1200,0,200,1200,1000,600,3700,1200,2700,1900,28800,34600,22100,12200,200,100
elderly_headed_hh,middle_quintile,2005,96600,61300,16100,400,1500,1200,0,300,1100,1400,500,4000,1200,2500,2300,28800,35300,22300,12700,200,100
elderly_headed_hh,middle_quintile,2006,100000,62200,16100,400,1400,1200,0,300,900,1700,500,5000,1100,2600,2600,28200,37800,23200,14400,100,100
elderly_headed_hh,middle_quintile,2007,101300,64400,17300,500,1400,1300,0,200,1000,2100,500,5300,1300,2500,2200,28800,37000,22700,14000,100,100
elderly_headed_hh,middle_quintile,2008,99600,61800,16700,400,1400,1200,0,100,900,400,600,4700,1300,2800,1300,29900,37800,23100,14300,200,200
elderly_headed_hh,middle_quintile,2009,100200,58500,15700,400,1300,1200,0,100,800,-100,800,3800,1300,2200,1000,30000,41700,25400,15600,500,100
elderly_headed_hh,middle_quintile,2010,98300,57700,15500,300,1200,1200,0,100,900,100,600,2500,1200,2100,1100,30700,40500,24700,15200,600,0
elderly_headed_hh,middle_quintile,2011,98200,58500,15300,300,1400,1100,0,100,1100,500,600,2000,1300,2300,1200,31200,39700,24400,14700,500,100
elderly_headed_hh,middle_quintile,2012,98900,58700,16000,400,1300,1200,0,200,1100,500,500,1600,1200,2300,1100,31200,40200,25200,14600,400,100
elderly_headed_hh,middle_quintile,2013,100600,60000,16100,400,1200,1200,0,200,1100,1100,500,1100,1200,2100,1400,32400,40600,25500,14800,300,100
elderly_headed_hh,middle_quintile,2014,101900,61100,16300,400,1400,1200,0,200,1100,1600,400,1000,1200,2200,1500,32600,40800,25800,14700,200,100
elderly_headed_hh,middle_quintile,2015,105800,64100,17800,500,1500,1300,0,200,1200,1400,400,1000,1300,2200,1400,33800,41600,26400,14900,100,100
elderly_headed_hh,middle_quintile,2016,105700,64200,18100,500,1300,1400,0,200,1300,900,400,900,1200,2100,1200,34600,41500,26200,15100,100,100
elderly_headed_hh,middle_quintile,2017,106200,65600,18600,500,1600,1400,0,200,1500,1800,400,1000,1100,2100,1000,34500,40600,25700,14700,100,100
elderly_headed_hh,middle_quintile,2018,107000,66400,19100,500,2800,1400,0,200,1200,1900,300,1000,1100,2100,900,33700,40600,25900,14500,100,100
elderly_headed_hh,middle_quintile,2019,112400,69600,19900,600,2900,1500,0,100,1400,1800,300,1300,1000,2300,800,35600,42900,26900,15600,100,200
elderly_headed_hh,middle_quintile,2020,112800,67100,18100,500,2700,1400,0,100,1400,1900,400,1200,1200,2500,900,34800,45800,27200,17900,500,100
elderly_headed_hh,middle_quintile,2021,113500,68800,19600,600,2700,1500,0,200,1400,3000,300,700,1100,2000,800,34800,44700,26600,17700,300,100
elderly_headed_hh,middle_quintile,2022,115300,70800,21400,700,2500,1600,0,200,1700,1500,300,800,1000,2300,1000,35700,44500,26500,17700,100,200
elderly_headed_hh,fourth_quintile,1979,91300,72700,23900,0,1000,1400,100,300,2900,2800,100,15400,2200,4400,5900,12400,18600,14100,4200,100,100
elderly_headed_hh,fourth_quintile,1980,90200,71000,23100,0,800,1300,100,300,2000,2600,100,18100,2200,3800,4700,11900,19200,14300,4800,100,0
elderly_headed_hh,fourth_quintile,1981,90900,70200,21200,0,800,1400,100,200,1500,1500,100,21100,2300,4200,3600,12300,20700,15400,5100,100,100
elderly_headed_hh,fourth_quintile,1982,90600,69000,20300,0,800,1300,100,100,1100,1700,200,22500,1600,4500,2200,12700,21600,15800,5500,200,100
elderly_headed_hh,fourth_quintile,1983,92000,69200,18500,0,900,1200,100,100,1400,2000,200,21600,1900,4700,2900,13700,22800,16600,6000,100,100
elderly_headed_hh,fourth_quintile,1984,94100,73900,20800,100,900,1400,100,200,1500,2200,200,22400,1700,4300,3300,14700,20300,14000,6100,200,100
elderly_headed_hh,fourth_quintile,1985,95700,74300,20900,200,900,1400,100,200,800,3100,200,21600,1700,4800,3100,15400,21400,14500,6700,100,0
elderly_headed_hh,fourth_quintile,1986,99600,77500,22000,200,1000,1500,100,200,1500,4600,500,19500,1900,4800,3200,16400,22200,14800,7100,100,200
elderly_headed_hh,fourth_quintile,1987,100100,78800,22600,200,1200,1600,100,200,1600,2900,1200,17800,1600,5800,4300,17700,21300,14300,6900,100,100
elderly_headed_hh,fourth_quintile,1988,102100,80000,20800,200,1300,1500,100,200,1600,2100,1700,18800,1800,5500,4400,20000,22100,15100,6800,100,0
elderly_headed_hh,fourth_quintile,1989,103200,79700,19800,200,1300,1500,100,200,2000,2400,1400,19900,1400,5400,4100,20000,23500,16400,7000,100,100
elderly_headed_hh,fourth_quintile,1990,103200,78800,19600,200,1200,1500,100,200,1900,1600,1700,19400,1300,4900,3800,21500,24400,16700,7500,100,100
elderly_headed_hh,fourth_quintile,1991,103400,77700,19100,200,1300,1400,100,200,1600,1700,2000,17400,1600,4600,3600,22900,25700,17700,7800,100,0
elderly_headed_hh,fourth_quintile,1992,106300,78800,20800,400,1400,1600,100,200,1800,2000,1900,12200,2100,5000,3700,25800,27500,18800,8400,200,100
elderly_headed_hh,fourth_quintile,1993,107800,79500,20700,300,1700,1500,100,200,1500,3100,2400,9700,2200,5400,4400,26400,28300,18700,9200,200,200
elderly_headed_hh,fourth_quintile,1994,111000,82400,22700,400,1700,1700,100,300,1500,2800,2700,9000,2100,5300,4700,27400,28600,18700,9700,200,100
elderly_headed_hh,fourth_quintile,1995,113700,83500,21100,500,1700,1600,100,300,1700,3100,2200,11100,1800,5300,5100,28000,30300,19900,10200,100,100
elderly_headed_hh,fourth_quintile,1996,115100,84400,22100,600,1600,1700,100,300,1200,3700,1800,10600,2200,5000,4900,28700,30800,20200,10400,100,100
elderly_headed_hh,fourth_quintile,1997,118200,85900,21200,500,1100,1600,100,300,1300,4700,1900,10800,2000,5400,4800,30200,32200,20800,11200,100,100
elderly_headed_hh,fourth_quintile,1998,122400,90300,22300,600,1300,1700,100,300,2000,5400,1600,11200,2000,5600,4500,31800,32100,21400,10400,100,200
elderly_headed_hh,fourth_quintile,1999,126000,93800,24200,800,1400,1800,100,300,1900,5700,1600,10400,2200,6100,4400,32900,32200,21800,10200,100,100
elderly_headed_hh,fourth_quintile,2000,125600,93400,24000,800,1400,1800,100,300,2000,5400,1500,11200,1800,5500,4100,33700,32200,22000,10000,100,100
elderly_headed_hh,fourth_quintile,2001,125200,92900,25600,1000,1600,2000,100,200,2200,2300,1800,10300,2000,5100,2800,36000,32300,21600,10500,100,100
elderly_headed_hh,fourth_quintile,2002,124300,90600,24000,800,1800,1700,100,200,2100,1700,1900,8100,2000,4700,2500,39000,33700,22500,11000,200,0
elderly_headed_hh,fourth_quintile,2003,125200,92000,27600,1100,2200,2000,100,300,1800,1800,2000,5900,2400,4400,3000,37500,33200,21800,11100,200,100
elderly_headed_hh,fourth_quintile,2004,129000,94500,26900,1200,2300,2000,100,300,2000,2900,1900,5400,1900,4800,3400,39500,34500,22500,11800,100,100
elderly_headed_hh,fourth_quintile,2005,133500,97900,27100,1100,2700,2000,100,400,2700,3800,1500,5600,2100,4900,4200,39700,35500,23000,12300,100,100
elderly_headed_hh,fourth_quintile,2006,136200,98800,25600,1200,2400,1900,0,400,2400,4700,1600,7500,1900,5200,4800,39100,37400,23500,13700,100,100
elderly_headed_hh,fourth_quintile,2007,137900,101000,26900,1200,2300,2000,0,400,2200,4700,1400,8200,1700,5200,3900,40900,36900,23300,13400,200,100
elderly_headed_hh,fourth_quintile,2008,136000,98600,28200,1200,2800,2100,0,200,2100,1600,1600,6700,2200,4900,2300,42600,37400,23500,13400,200,200
elderly_headed_hh,fourth_quintile,2009,135900,95400,28100,1100,2800,2100,0,200,2400,1000,1900,5800,2200,4200,1900,41900,40500,25200,14600,600,100
elderly_headed_hh,fourth_quintile,2010,134200,94500,27600,1100,2700,2000,0,300,2300,800,1700,4000,1900,4000,2100,43900,39700,24700,14300,600,100
elderly_headed_hh,fourth_quintile,2011,133500,95500,28300,1000,2800,2100,0,300,2400,1200,1500,3100,2100,3900,2000,44800,38000,23900,13500,500,100
elderly_headed_hh,fourth_quintile,2012,134700,96100,28200,1100,2600,2100,0,300,2700,1900,1400,2300,2100,4500,2200,44700,38600,24800,13400,300,100
elderly_headed_hh,fourth_quintile,2013,137000,98200,29000,1200,2600,2200,0,300,2200,2400,1200,1900,2200,4100,2700,46100,38800,24900,13500,300,100
elderly_headed_hh,fourth_quintile,2014,139400,100200,30300,1200,2600,2300,0,400,2900,3400,800,1400,1900,4100,2600,46400,39200,25000,13900,200,200
elderly_headed_hh,fourth_quintile,2015,144700,104400,31200,1400,2700,2400,0,400,2800,3300,1000,1500,1800,4300,2600,49100,40300,25700,14400,100,100
elderly_headed_hh,fourth_quintile,2016,144800,104300,31700,1300,2700,2400,0,300,3100,2700,900,1500,1800,4100,2400,49200,40500,25900,14400,100,0
elderly_headed_hh,fourth_quintile,2017,147300,107500,33400,1400,2800,2500,0,300,3400,4100,900,1400,1900,4300,1800,49300,39800,25800,13800,100,100
elderly_headed_hh,fourth_quintile,2018,148900,108900,33400,1400,4300,2500,0,300,3400,4400,700,1800,1700,4200,1700,49000,40000,25800,14000,100,100
elderly_headed_hh,fourth_quintile,2019,153800,112700,35700,1600,4400,2700,0,300,3600,3800,800,2300,1800,4500,1600,49500,41200,26100,14900,100,100
elderly_headed_hh,fourth_quintile,2020,157300,113200,36100,1800,4500,2800,0,300,3200,4300,800,2100,2400,4500,1700,48800,44100,26500,16900,600,100
elderly_headed_hh,fourth_quintile,2021,157000,113500,34500,1700,4300,2600,0,300,2800,7100,500,1300,1900,4000,1600,50800,43500,26000,17000,300,200
elderly_headed_hh,fourth_quintile,2022,158700,115600,37200,1800,4100,2900,0,400,3400,3600,600,1400,1900,4700,2000,51800,43100,26100,16800,100,0
elderly_headed_hh,highest_quintile,1979,228600,210900,43500,0,1200,1700,100,600,15800,36100,4000,31000,8500,26500,25400,16500,17700,13400,4100,100,0
elderly_headed_hh,highest_quintile,1980,212000,193900,40000,0,1000,1600,100,400,11900,28700,4100,37400,8600,25200,18800,16000,18200,13500,4500,200,100
elderly_headed_hh,highest_quintile,1981,209800,190600,38600,0,1100,1800,100,300,9300,26100,4100,46100,8600,23700,14000,16700,19200,14200,4900,100,0
elderly_headed_hh,highest_quintile,1982,215900,194600,41100,0,1100,2000,100,200,9100,28200,5400,47200,8500,24900,8600,18100,21200,15500,5600,100,0
elderly_headed_hh,highest_quintile,1983,221200,199800,39700,0,1200,1900,100,300,10100,36700,7000,41800,8000,22700,11300,19100,21400,15400,5900,100,100
elderly_headed_hh,highest_quintile,1984,241300,217000,43300,200,1200,2100,100,300,11500,40400,8200,45100,8200,21700,13400,21200,24300,17900,6300,100,100
elderly_headed_hh,highest_quintile,1985,259600,234200,45100,300,1200,2200,100,300,11600,49400,9400,45700,8400,22300,13000,25200,25400,18600,6700,100,100
elderly_headed_hh,highest_quintile,1986,295000,269600,44000,400,1400,2300,100,300,12200,91500,11200,39700,8100,22600,14200,21700,25400,18300,6800,100,300
elderly_headed_hh,highest_quintile,1987,264600,239000,44400,400,1700,2200,100,400,14500,41800,18900,38700,6900,25400,19200,24300,25600,18700,6700,100,100
elderly_headed_hh,highest_quintile,1988,286400,260500,47800,400,1900,2400,100,500,18400,45600,18200,41400,6800,28000,20200,29000,25900,18900,6800,100,100
elderly_headed_hh,highest_quintile,1989,274200,248500,41900,500,1900,2200,100,400,15900,37500,19200,46900,7200,26700,18700,29300,25800,19000,6700,100,100
elderly_headed_hh,highest_quintile,1990,263800,237000,45700,500,1800,2400,100,400,16500,25400,18700,46200,7400,24400,16900,30500,26800,19500,7200,100,0
elderly_headed_hh,highest_quintile,1991,251200,222600,43400,500,2000,2400,100,400,12900,21200,20000,40700,7600,22500,15400,33800,28500,20700,7500,100,200
elderly_headed_hh,highest_quintile,1992,267000,237400,49300,700,2100,2700,100,400,17000,25600,21600,31100,8000,23900,18400,36600,29500,21200,8000,200,100
elderly_headed_hh,highest_quintile,1993,268700,237500,47300,700,2500,2600,100,500,16500,30600,20900,25000,8300,23300,21600,37600,31200,22000,8800,200,100
elderly_headed_hh,highest_quintile,1994,277500,246400,47300,800,2700,2700,100,500,18800,30300,21300,23700,8900,23200,23900,42300,31100,21700,9200,100,100
elderly_headed_hh,highest_quintile,1995,281500,249700,48400,1100,2600,2800,100,600,17400,32300,18800,27200,8400,24400,24600,41100,31700,22000,9600,100,100
elderly_headed_hh,highest_quintile,1996,309700,276800,51700,1200,2300,2900,100,600,20200,46000,18200,29000,8700,25700,26200,44000,32900,22500,10100,100,200
elderly_headed_hh,highest_quintile,1997,331000,297200,51100,1100,2000,2800,100,600,22100,61500,17700,28600,8800,27900,26400,46500,33900,22800,10800,100,200
elderly_headed_hh,highest_quintile,1998,342500,309000,53300,1200,1900,3000,100,600,22200,73300,16800,27300,8200,26100,24100,50900,33600,23200,10200,100,100
elderly_headed_hh,highest_quintile,1999,366100,332900,55600,1400,2100,3100,100,600,25500,82600,17600,26900,8900,28300,24600,55500,33200,23200,9700,100,300
elderly_headed_hh,highest_quintile,2000,368900,333600,55600,1500,2100,3100,100,600,24400,84400,15600,28700,9100,27200,22600,58600,35300,24900,10000,100,300
elderly_headed_hh,highest_quintile,2001,348900,313000,61300,1700,2600,3500,100,400,26800,54700,17800,30900,10700,24500,18200,59700,35900,25200,10500,200,100
elderly_headed_hh,highest_quintile,2002,342400,305800,62800,1800,3200,3400,100,400,30700,48700,18400,24300,11000,23000,18600,59600,36600,25700,10700,200,100
elderly_headed_hh,highest_quintile,2003,360500,323500,67400,2800,3500,3800,100,600,32900,56800,17000,20200,11300,25300,25100,56800,37000,25600,11200,100,0
elderly_headed_hh,highest_quintile,2004,401900,364600,68700,3100,3700,3800,100,800,35600,84500,15300,19000,11400,29400,31300,57900,37200,25400,11800,100,0
elderly_headed_hh,highest_quintile,2005,415900,378300,66200,3100,4000,3700,100,1000,37700,94300,13900,20900,11100,28300,35600,58500,37500,25300,12000,100,200
elderly_headed_hh,highest_quintile,2006,420300,381600,63600,3100,3900,3600,100,1000,33500,95900,15200,25000,10500,30300,36100,59700,38800,25500,13100,100,0
elderly_headed_hh,highest_quintile,2007,450500,411300,67900,3300,3300,3700,0,900,35300,111900,15400,29200,10300,35400,31800,62900,39300,25600,13500,100,100
elderly_headed_hh,highest_quintile,2008,398900,360100,78100,4000,4200,4300,100,700,38000,58300,16300,24600,13200,33000,19800,65700,38800,25400,13100,100,100
elderly_headed_hh,highest_quintile,2009,361000,319800,83000,4300,4800,4700,100,500,39400,33600,16000,19400,10800,26200,16100,60800,41200,26900,13900,400,0
elderly_headed_hh,highest_quintile,2010,363800,323500,77300,4000,4800,4300,100,700,36900,39400,14700,14700,11000,24700,19200,71700,40300,26600,13300,400,0
elderly_headed_hh,highest_quintile,2011,378500,340000,82700,4200,5000,4500,100,800,42300,42100,13900,13100,11400,26200,19900,73800,38400,25400,12700,300,100
elderly_headed_hh,highest_quintile,2012,415900,376500,84700,4500,4600,4700,0,900,43900,68300,12100,11000,11400,32100,23400,74900,39500,26000,13200,300,0
elderly_headed_hh,highest_quintile,2013,373100,333900,82700,4600,4600,4800,0,900,42200,46100,11000,9200,11300,24700,22900,68800,39200,26100,12800,200,0
elderly_headed_hh,highest_quintile,2014,401200,361300,83700,4600,4100,4700,0,1000,44000,62700,9700,8400,11800,29200,25400,72000,39900,26600,13100,100,0
elderly_headed_hh,highest_quintile,2015,418400,377900,93000,5300,4500,5200,0,1100,48700,64600,9200,8500,10500,29500,24500,73400,40500,27000,13400,100,0
elderly_headed_hh,highest_quintile,2016,410900,370900,94600,5200,5100,5300,0,1000,50200,56500,9000,8800,9700,28900,23000,73700,40000,26400,13400,100,0
elderly_headed_hh,highest_quintile,2017,422000,381500,95000,5200,4400,5500,0,800,48400,72100,8400,8900,9800,29800,17000,76300,40500,26600,13700,100,0
elderly_headed_hh,highest_quintile,2018,429200,388700,95600,5500,6000,5500,0,700,49100,73400,7500,9900,10200,32200,15600,77400,40500,26700,13500,100,100
elderly_headed_hh,highest_quintile,2019,435400,394000,98800,5600,6100,5700,0,700,50900,69300,7600,12100,10100,33200,15000,78900,41400,27100,14200,100,100
elderly_headed_hh,highest_quintile,2020,462600,418600,105700,6100,6100,6100,0,700,57200,88500,7700,9900,11700,34300,15600,69000,44000,27100,16500,500,0
elderly_headed_hh,highest_quintile,2021,518900,474800,99200,5500,5300,5600,0,800,64200,139400,6100,7200,10400,34400,16900,79900,44000,27100,16600,200,100
elderly_headed_hh,highest_quintile,2022,500400,456500,102400,5900,5200,5900,0,1000,73800,91600,6200,10100,12700,36500,22700,82600,43900,27300,16500,100,100
